time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,Year,month,day
2018-January-21,8165,0,98777,42284,5737,37158,25139,49446,170454,1309,2313,23354,7402,215526,22999,216688,630775,627243,43.89,50.31833333,285.9366371,1025.717742,71.2983871,2018,January,21
2018-January-22,8926,6923,149764,91808,7200,9572,27737,46435,170409,1399,2370,22800,7586,162364,23492,162890,738326,742352,53.77875,59.61,284.5930325,1026.186992,76.28455285,2018,January,22
2018-January-23,8850,12543,195597,112031,7417,1823,28289,79634,170391,1361,2364,21356,7689,69345,22086,69689,757427,755459,58.06916667,63.41916667,283.8134228,1027.284553,78.03252033,2018,January,23
2018-January-24,8675,11467,194978,103537,7887,2356,27031,55854,170436,1362,2497,22113,7825,103622,21882,102888,756912,758350,56.42541667,61.785,282.5351538,1026.192308,79.25384615,2018,January,24
2018-January-25,8897,12445,169834,79360,7884,2654,28004,51212,170314,1415,2387,8887,7525,145656,9334,144475,768766,769544,52.72458333,58.71041667,282.4631579,1019.879699,86.65413534,2018,January,25
2018-January-26,8293,93,128035,42432,7645,14307,28167,42097,170466,1601,2335,21811,7542,279869,21928,280564,777307,783758,49.23041667,55.76541667,281.2001557,1020.286885,75.12295082,2018,January,26
2018-January-27,8521,0,115929,37597,6155,16714,24400,38829,170565,1416,2262,23738,7292,208100,23010,208764,706512,699771,48.81916667,54.22041667,281.2686066,1028.319672,65.00819672,2018,January,27
2018-January-28,8520,0,101860,36869,5945,18104,23790,42554,170552,1420,2177,17685,6841,174695,19237,175058,654831,651946,48.90166667,54.49625,281.6415833,1033.425,74.175,2018,January,28
2018-January-29,9176,15308,170441,95274,7303,4885,25225,54098,170586,1565,2124,23106,7290,92713,23741,93631,770818,759403,54.35625,60.01,282.1102479,1032.958678,74.47107438,2018,January,29
2018-January-30,9267,19979,189846,110831,7792,2317,25566,60927,170647,1465,2130,22229,6995,71731,22015,72621,776590,773292,54.42958333,59.79416667,281.13048,1028.808,77.568,2018,January,30
2018-January-31,8994,20895,189456,104438,7610,4510,25834,80358,170672,1488,2154,19618,6584,63581,21583,64338,768985,765949,55.22541667,62.38375,281.1454444,1022.809524,78.01587302,2018,January,31
2018-February-01,6946,496,92570,31903,7318,19091,28074,40414,170289,1376,2159,16801,6643,289299,16703,288763,694729,691801,38.95958333,59.75416667,280.3430709,1011.992126,81,2018,February,1
2018-February-02,8846,6347,135100,77408,7783,10342,26382,46766,170570,1563,2313,25968,6783,239022,26160,239533,795800,798744,50.47666667,57.6525,278.9870161,1011.5,67.78225806,2018,February,2
2018-February-03,8210,0,120051,93550,7953,11428,38019,95391,159783,1297,2433,7929,7646,276574,7678,279610,768505,784419,50.32625,54.31625,279.6285833,1015.4,63.125,2018,February,3
2018-February-04,5733,0,88615,24762,6940,35340,41301,95363,144326,354,2025,33152,7731,211345,28697,208875,633340,627747,28.88,58.21,278.5283893,1010.067114,85.59731544,2018,February,4
2018-February-05,8018,381,94648,41074,7186,10145,40159,102265,120486,1432,2421,46657,7050,151532,37029,141771,666992,659166,46.00375,61.08833333,278.6157037,1007.755556,87.03703704,2018,February,5
2018-February-06,7123,10156,119691,100822,6037,8713,38855,57271,100969,1329,2584,35954,6450,57529,37734,58479,604161,599413,60.63333333,60.60875,278.584876,1009.867769,77.55371901,2018,February,6
2018-February-07,8772,15156,134897,99603,6979,1767,32041,84411,144963,1409,2305,42809,7365,67385,48065,67138,730328,723426,60.70208333,62.98166667,277.5752033,1014.447154,69.17073171,2018,February,7
2018-February-08,8809,15007,197473,120835,6475,1531,22122,71232,167087,1315,2252,49885,7328,89573,57389,100307,789586,797853,64.32666667,68.75791667,276.9049677,1018.774194,69.37903226,2018,February,8
2018-February-09,9260,17393,100698,90715,5366,4670,17704,50798,166927,290,2226,37832,7649,82089,44540,80461,631308,633141,63.80666667,66.22666667,277.5311475,1019.590164,69.09836066,2018,February,9
2018-February-10,8265,10892,115412,86382,7395,11665,12906,27525,167831,1409,2397,45929,6932,192700,44393,194436,691944,693956,66.07791667,56.59958333,279.7927377,1020.393443,64.31967213,2018,February,10
2018-February-11,7184,10814,179265,93157,6904,10430,22539,30307,143858,1464,2201,14969,7400,165844,16426,153298,656784,661729,63.75375,54.50125,281.7365164,1018.95082,72.63934426,2018,February,11
2018-February-12,8897,865,101383,89227,5558,18164,24215,49092,124472,1347,2208,16520,7222,198936,16735,194439,625154,627969,56.45125,62.10125,281.4441129,1019.177419,76.62096774,2018,February,12
2018-February-13,9312,18143,112346,101894,8091,10576,28905,45720,170597,1637,2305,27812,7856,229492,26899,216314,807761,813673,50.98833333,57.49083333,278.8504098,1018.647541,72.86885246,2018,February,13
2018-February-14,9125,16591,100868,88541,7911,22527,32083,48381,170634,1628,2237,15967,7599,292302,15859,269647,802785,804120,48.4275,54.96333333,282.2786667,1018.366667,75.60833333,2018,February,14
2018-February-15,9295,18161,150138,112259,7848,13560,33662,69804,170694,1519,2302,26344,7345,140253,21453,137134,783556,780064,55.62166667,61.69583333,284.5372581,1022.629032,75.91129032,2018,February,15
2018-February-16,9408,20985,177633,131026,8004,970,35443,87034,170701,1527,2391,28148,7948,44250,26790,59616,759957,762171,59.9875,65.6825,284.942439,1022.642276,81.66666667,2018,February,16
2018-February-17,9253,11305,99757,82642,6553,3710,34927,58147,168212,1374,2427,23478,7864,148335,23180,147764,680094,678860,50.66083333,55.91041667,283.5095556,1022.474074,85.24444444,2018,February,17
2018-February-18,9182,11209,104990,68230,5639,14046,34543,53957,146959,1426,2263,26093,7827,135118,27681,120415,640906,636929,51.1725,56.75125,282.7004032,1022.282258,76.62096774,2018,February,18
2018-February-19,9309,13415,155955,96947,7475,1817,35002,84136,145946,1236,2302,26715,7800,124346,21510,132015,760344,757281,56.26208333,62.30625,283.3096694,1018.107438,75.46280992,2018,February,19
2018-February-20,9188,7735,117904,94784,8012,9930,33781,59585,145881,1507,2210,36241,7752,254762,30639,224628,768369,762698,51.9425,58.45083333,284.3037603,1014.752066,69.98347107,2018,February,20
2018-February-21,9098,5888,114141,94380,8038,14286,32215,56795,145722,1470,2309,35664,7687,271959,33102,256185,780431,767394,49.90416667,56.31833333,282.1267917,1009.016667,60.65833333,2018,February,21
2018-February-22,9098,10798,126823,121984,7849,9606,30264,59187,145443,1436,2357,45203,7730,209519,39999,201871,784958,781612,53.5825,59.84208333,279.03975,1008.808333,59.675,2018,February,22
2018-February-23,9595,14005,159034,148852,7936,985,30676,84300,145784,1356,2467,46520,7732,84997,41737,86208,791393,787398,58.12875,64.05291667,278.3320833,1006.05,58.975,2018,February,23
2018-February-24,9195,13009,148327,154654,6214,2465,29285,77459,146286,1291,2453,40197,8050,27886,38063,38371,712678,702763,59.46708333,63.9775,279.2089167,1007.325,63.49166667,2018,February,24
2018-February-25,9270,7217,118063,133364,5331,10407,27003,49852,156808,1253,2314,36171,7662,71445,30926,53314,655433,648548,57.47875,62.62166667,280.6978512,1010.710744,65.60330579,2018,February,25
2018-February-26,8929,6910,156855,132083,7400,9757,27842,75555,168460,1279,2356,31492,7250,163442,29752,144858,772456,775712,59.095,65.68625,280.6721488,1008.297521,66.2231405,2018,February,26
2018-February-27,8455,7215,198302,142306,7793,1432,29289,106455,170396,1361,2375,10543,7413,167970,13622,159219,805757,813515,64.22541667,70.86916667,277.9782014,1006.784173,78.43165468,2018,February,27
2018-February-28,8508,3378,153654,131726,6910,3847,29515,96860,170450,1307,2437,6434,7483,225316,6516,240347,785638,797840,55.51541667,64.78458333,279.28115,996.11875,91.6,2018,February,28
2018-March-01,7486,304,102990,32788,7555,16792,30048,55748,168401,1408,2250,11796,7349,275672,11992,275993,729943,718861,39.875,58.13583333,283.8985755,989.3021583,84.94244604,2018,March,1
2018-March-02,9197,6197,106100,72342,6197,11055,23763,31839,169625,1376,2338,29440,7767,230587,28888,229366,715923,718348,48.56083333,57.79208333,283.5582576,997.3863636,76.21969697,2018,March,2
2018-March-03,7887,0,97851,44836,6781,32932,36532,76605,145835,1199,2446,12127,7628,289225,14401,293436,684302,680628,43.91875,52.30333333,285.5892623,998.8196721,70.1147541,2018,March,3
2018-March-04,6160,0,92475,24870,6876,25580,42377,102516,143975,534,2052,29856,7607,274249,28637,274787,704594,702769,31.815,50.88958333,285.0340833,997.7333333,73.85833333,2018,March,4
2018-March-05,8060,399,94731,38729,7063,7640,41344,92056,120804,1471,2465,44077,6931,231247,43924,218282,681574,684088,43.705,58.3375,283.5897674,994.7209302,74.9379845,2018,March,5
2018-March-06,7765,9857,108930,74698,5789,16251,38810,57841,112445,1260,2352,42331,6116,76182,42477,81548,557580,550952,54.58375,57.22416667,283.3631707,999.9674797,70.20325203,2018,March,6
2018-March-07,8571,15885,142242,112976,7454,205,32003,111045,145096,1428,2399,56909,7083,47152,55230,61379,741184,754350,61.4825,58.59208333,282.8595122,1008.170732,64.31707317,2018,March,7
2018-March-08,7810,16267,223355,129004,6896,1037,22885,80934,166837,1311,2286,47189,7455,77430,52745,81224,805877,806252,68,55.74125,284.4545736,1008.775194,75.90697674,2018,March,8
2018-March-09,9273,17958,168078,113504,6874,901,18623,57960,167003,334,2357,29599,7786,112144,34904,98824,760504,746619,70.08541667,51.04125,286.7644526,1010.40146,77.75182482,2018,March,9
2018-March-10,7843,14546,141578,111858,7649,3292,13558,59821,167605,1426,2480,47595,7293,116690,45423,129174,701394,699367,71.41541667,38.96208333,288.1629365,1004.769841,71.77777778,2018,March,10
2018-March-11,7748,11028,187498,100474,6021,7044,22894,28198,143933,1396,2175,26643,7928,79609,28581,74654,627221,625021,63.12041667,16.95333333,285.5428099,1002.818182,64.33884298,2018,March,11
2018-March-12,8877,0,188023,108361,6813,12720,27670,77457,130216,1363,2220,16271,7068,139791,17349,136951,736046,733406,61.56125,47.77833333,285.4520833,1013.016667,61.73333333,2018,March,12
2018-March-13,7639,0,124731,27885,8136,14425,42468,160812,145724,1414,2492,18898,7226,164073,16968,178364,747737,749285,48.325,57.35916667,285.48056,1015.544,73.304,2018,March,13
2018-March-14,7011,0,109065,24470,8114,20274,42526,140016,145716,1422,2401,9080,7037,283361,10931,283305,747859,755391,37.34041667,46.89458333,285.4834892,1008.043165,77.72661871,2018,March,14
2018-March-15,6043,0,104647,24889,7710,29858,45216,144764,145722,1359,2401,21516,6929,268298,20743,275589,752988,749137,34.35333333,43.43208333,285.308048,1001.304,68.376,2018,March,15
2018-March-16,6702,0,135143,26678,8155,15984,45171,150437,145747,1421,2469,28204,7429,207544,27305,223948,751198,739365,45.2375,54.22333333,283.55125,1005.066667,65.81666667,2018,March,16
2018-March-17,7327,0,109154,34853,6459,21226,42089,141364,145792,1295,2525,11983,7756,204907,13306,198874,674418,676156,45.81958333,53.37666667,282.0702362,1001.669291,74.67716535,2018,March,17
2018-March-18,7209,0,104369,32403,5599,37321,40899,129487,145840,1313,2266,23068,7954,192568,25537,202581,637515,625311,39.25375,47.79125,282.8018333,1003.833333,68.1,2018,March,18
2018-March-19,7233,0,102839,34315,7391,19985,41906,130681,145838,1377,2367,15340,7386,288982,14495,278402,731902,744590,45.2,53.50125,281.1212782,1007.924812,77.62406015,2018,March,19
2018-March-20,6781,0,102401,38216,7935,15428,40979,141987,145815,1425,2344,31723,7328,326843,34601,332171,793602,792852,38.885,47.11833333,279.7999206,1013.634921,63.50793651,2018,March,20
2018-March-21,6749,0,111039,40956,7939,10054,39110,135131,145844,1423,2511,50012,7876,286431,44434,269850,794818,787353,46.05833333,54.02916667,280.822,1022.525,51.25833333,2018,March,21
2018-March-22,6884,0,133776,52635,8073,4376,39067,133678,145816,1425,2493,55356,7911,218996,49683,198254,784780,775700,53.69916667,61.21625,281.3600833,1021.891667,51.175,2018,March,22
2018-March-23,6852,0,109633,46632,7872,10125,39577,128374,145672,1455,2440,16837,7957,292880,22782,273435,764848,773016,46.02833333,53.35166667,283.043664,1011.8,70.096,2018,March,23
2018-March-24,6618,0,88574,33675,4634,45691,38226,98810,130382,1270,2106,29284,7355,341070,30406,337616,691390,696543,23.61,32.29125,283.0276218,1001.637795,68.96850394,2018,March,24
2018-March-25,7922,0,107203,34722,5441,10950,38527,111138,140990,1273,2253,23364,7849,193745,21526,208070,636170,638499,42.86041667,50.26,283.224881,1009.150794,71.97619048,2018,March,25
2018-March-26,7623,0,118014,38201,7265,7745,40324,130963,145884,1298,2244,50588,7695,197006,44064,190598,741780,739636,50.10166667,57.79916667,283.8646721,1019.213115,68.04918033,2018,March,26
2018-March-27,7435,0,106137,38102,7834,8979,41185,127492,145750,1301,2338,56342,7710,186814,50788,175302,729660,728022,46.60583333,53.7025,286.2216129,1022.919355,66.63709677,2018,March,27
2018-March-28,7499,0,103295,33009,7665,22163,41704,124771,145681,1289,2465,55902,7730,178095,52571,149858,703245,697601,43.72416667,50.69583333,288.3843802,1016.61157,61.46280992,2018,March,28
2018-March-29,6945,0,90587,30272,6199,32377,39721,111423,145649,986,2278,40483,7360,211783,39772,206406,604310,620013,25.55416667,34.77708333,286.5838843,1010.173554,62.7768595,2018,March,29
2018-March-30,5427,0,78330,22860,5185,54495,38155,90205,145769,321,2267,27930,6215,279770,31745,320110,573535,582445,4.28,14.90541667,284.6712097,1005.354839,58.44354839,2018,March,30
2018-March-31,5968,0,78321,24556,4724,42719,38286,91114,147774,412,2153,45012,6443,255940,44050,285760,612964,607668,13.81541667,25.58458333,284.37025,1010.8,57.68333333,2018,March,31
2018-April-01,6768,454,95672,31866,6940,23545,30253,48379,170327,1325,2311,10345,7244,294314,11494,294600,715102,717705,38.95958333,35.3875,285.2111667,1014.641667,61.15,2018,April,1
2018-April-02,9308,10205,109959,88394,5819,14694,24373,57118,168648,1391,2276,9051,7552,129759,10126,130736,674974,681377,52.74375,37.89041667,286.9015,1008.316667,59.91666667,2018,April,2
2018-April-03,8461,0,90089,43447,5917,37196,36240,72347,145846,1124,2393,18571,7138,213363,16191,207139,630399,631969,42.7625,38.95833333,288.0339669,1007.289256,64.80165289,2018,April,3
2018-April-04,6221,0,94869,33365,6907,33170,43069,93978,142879,557,2245,36685,6840,293874,33356,281873,711419,714544,31.74875,41.40875,287.7652066,1012.694215,60.52066116,2018,April,4
2018-April-05,8604,808,86525,33798,6937,12826,40142,84247,120590,1422,2510,49475,7572,217256,51335,201497,677995,680741,43.67041667,54.19416667,287.3883333,1017.3,62.425,2018,April,5
2018-April-06,8503,10499,124643,98258,7155,3835,39229,71533,113050,1275,2450,36229,5898,86865,37745,105962,664057,668135,58.46291667,46.18125,287.4589516,1010.943548,66.00806452,2018,April,6
2018-April-07,8341,15326,140712,105242,7483,959,29447,75235,145919,1369,2316,56304,6766,120888,58578,101857,749038,749004,61.65416667,48.89375,285.1793798,1005.263566,80.69767442,2018,April,7
2018-April-08,7717,15477,145443,118487,5992,2102,20105,52617,158238,1287,2299,43125,7840,97147,49126,101872,719769,715252,65.40166667,42.66416667,285.312439,1007.073171,75.80487805,2018,April,8
2018-April-09,9214,18014,178504,131523,6956,1311,17739,53381,166764,464,2477,41490,7782,93356,42634,96648,747520,751338,70.94666667,56.48333333,283.3266129,1008.354839,71.82258065,2018,April,9
2018-April-10,7318,14622,199976,130186,7188,643,13591,45439,166624,1427,2604,45901,7874,50543,45556,57053,696466,698008,74.29125,53.53625,282.5950403,999.516129,81.40322581,2018,April,10
2018-April-11,7507,11060,108965,111609,5569,6547,21870,28127,143606,1439,2143,18242,7702,106721,22901,109109,593120,598863,59.255,48.20333333,283.306,998.52,73.816,2018,April,11
2018-April-12,8813,0,227111,117621,7405,2951,32494,88923,132901,1295,2345,23325,7055,49907,21373,49691,740603,740096,66.17166667,57.47083333,284.7023967,1002.446281,73.94214876,2018,April,12
2018-April-13,5757,0,161476,81601,7268,5811,43647,157614,121221,400,2508,24209,7361,51267,23742,47844,736712,737313,58.76416667,65.46166667,284.6236885,1006.778689,77.89344262,2018,April,13
2018-April-14,5568,0,103079,54916,5837,23819,41769,121807,121162,325,2232,44346,7751,64762,37606,62210,650638,638668,48.58208333,55.4625,285.6011382,1015.788618,77.55284553,2018,April,14
2018-April-15,5430,0,95152,39813,5535,42217,40184,116384,121113,316,2076,22612,7844,133166,27127,133032,590773,590704,38.21333333,46.54458333,287.7521488,1015.603306,70.71900826,2018,April,15
2018-April-16,5622,0,113150,62085,7002,15407,42940,130815,121179,372,2175,42229,7848,171850,43715,141494,703447,701372,48.39791667,56.23083333,286.96,1017.130081,71.43089431,2018,April,16
2018-April-17,5764,0,135668,74492,6760,3517,43144,132864,121216,384,2239,57035,7802,76641,50964,70223,708399,699029,52.595,60.04708333,288.8019167,1022.266667,65.15,2018,April,17
2018-April-18,5718,0,102483,65358,6887,8117,42871,116489,121198,437,2294,59271,7129,116579,56956,109318,703122,689989,50.7375,57.99208333,290.8868333,1022.916667,59.28333333,2018,April,18
2018-April-19,5842,0,99256,52269,6516,17786,43548,113558,121288,393,2283,58211,7303,163261,55694,149140,692377,681334,45.58791667,53.12416667,290.71425,1021.741667,59.96666667,2018,April,19
2018-April-20,6000,0,97854,48957,6558,18792,44569,119915,121329,355,2091,45978,7468,180769,48035,176353,683131,674812,40.675,48.11333333,290.3168333,1019.741667,66.83333333,2018,April,20
2018-April-21,6215,0,90141,40100,5226,18397,44628,126481,121375,311,2088,18314,7665,123496,30041,131951,605252,603426,38.47208333,45.95,290.12575,1017.866667,61.59166667,2018,April,21
2018-April-22,6134,0,97384,35710,4643,12686,44206,116210,121298,292,2111,26244,7102,82647,31993,88769,565571,557746,41.69041667,49.45208333,290.6988189,1016.314961,66.81889764,2018,April,22
2018-April-23,7163,0,108767,55015,5249,1547,45747,142179,121355,343,2229,26901,6981,72481,29240,89569,661267,655536,49.75708333,57.49,290.7330078,1014.46875,69.6875,2018,April,23
2018-April-24,7676,0,84418,62045,5159,1198,45558,147313,121371,614,2391,32927,7214,88116,38861,103859,680484,680237,48.25458333,55.43666667,291.6010167,1014.208333,66.28333333,2018,April,24
2018-April-25,8115,0,86676,58335,5406,4454,44293,131952,121390,1385,2349,36001,7160,115583,35460,123088,681019,684701,45.32875,52.7725,290.8420492,1017.877049,69.37704918,2018,April,25
2018-April-26,8023,0,97118,62185,6032,11186,43604,138066,121347,1366,2527,44893,6824,102421,45441,103226,681441,679576,47.705,55.23625,290.269187,1017.349593,71.28455285,2018,April,26
2018-April-27,8238,0,94588,54947,6922,4330,43171,123100,121338,1382,2671,48447,6895,108475,45772,85868,677272,674804,48.86041667,55.76166667,289.9313223,1013.421488,72.33884298,2018,April,27
2018-April-28,7593,0,81563,38616,4825,11934,42846,99370,121449,1320,2624,39240,7634,103897,44820,104719,601948,599574,43.94541667,50.215,287.9544628,1010.77686,73.94214876,2018,April,28
2018-April-29,6416,0,73537,30716,3536,59831,40803,72947,121499,1320,2257,35229,7401,186315,35728,185899,564947,556726,26.30333333,35.61041667,285.72552,1009.48,70.32,2018,April,29
2018-April-30,7535,0,92004,37786,5922,13138,41495,116719,125532,1406,2441,30363,7580,112030,33901,125707,634906,625271,41.19333333,50.26958333,284.6768595,1014.066116,65.75206612,2018,April,30
2018-May-01,7033,1170,99600,41554,7579,19954,30400,61980,170427,1267,2387,9322,7926,215440,9379,215863,702157,688925,44.9525,47.7375,284.3318182,1014.809917,69.59504132,2018,May,1
2018-May-02,9074,17436,139853,124151,7186,7543,25705,74676,168577,1563,2173,10881,7513,163469,12846,165231,813289,809607,54.19166667,52.38916667,285.7645,1009.683333,66.81666667,2018,May,2
2018-May-03,8485,9470,107625,72532,7656,14705,37713,107252,145355,1255,2458,14015,6918,234146,15739,232573,755792,759063,51.85083333,49.43291667,287.05085,1000.2,71.38333333,2018,May,3
2018-May-04,6177,0,113951,38814,6968,6139,43841,136098,142751,523,2435,46139,7576,138851,42023,133102,716512,700341,47.7525,49.58875,287.6423333,1014.408333,62.98333333,2018,May,4
2018-May-05,8790,868,94021,35489,5242,5416,38935,72994,119943,1405,2575,48422,7623,125824,48237,128705,608035,610483,46.04708333,52.08333333,289.3294167,1016.383333,67.08333333,2018,May,5
2018-May-06,8122,10069,145828,95527,7169,1805,40275,79261,98526,1140,2475,21092,5191,75321,33389,87219,681059,670856,58.92208333,56.12,290.7289167,1016.55,66.74166667,2018,May,6
2018-May-07,8348,15416,130861,98720,6948,2568,29849,81569,144853,1398,2527,59294,6611,92400,58509,94153,738410,741266,59.99041667,64.20291667,291.034125,1012.5,71.08333333,2018,May,7
2018-May-08,8364,15307,134282,116241,5506,3170,20092,46913,153771,1287,2171,48911,7649,81663,51661,80517,662038,667264,64.48791667,64.17416667,290.7238211,1012.902439,74.96747967,2018,May,8
2018-May-09,8984,17788,191178,137149,6942,643,18339,50437,167025,376,2538,31494,7410,79052,38861,79499,750278,743121,74.62166667,61.81333333,290.333252,1011.776,76.856,2018,May,9
2018-May-10,7665,13812,152616,119814,7401,4972,14352,40711,166348,1412,2533,44543,7775,80199,44436,84745,692638,687702,71.09625,61.26083333,290.1086777,1015.727273,70.45454545,2018,May,10
2018-May-11,7512,10550,162910,115961,7024,12593,24845,44331,143800,1433,2106,8725,7621,193310,13505,201976,721611,721068,61.72416667,64.80833333,290.13925,1016.991667,68.60833333,2018,May,11
2018-May-12,8503,0,207823,106805,7112,6521,31270,60079,139707,1374,2357,23562,6834,123476,23384,110865,728530,727194,61.27166667,49.50333333,289.3985156,1015.65625,70.140625,2018,May,12
2018-May-13,5791,0,92630,35911,4588,46935,37079,52391,127120,1300,2163,57300,3933,174471,52409,178706,561943,559676,35.72083333,44.59166667,286.63725,1019.116667,55.84166667,2018,May,13
2018-May-14,5459,0,104194,44829,7097,6281,38471,59596,137517,1348,2424,51970,4274,154471,48981,153053,665244,665796,51.93833333,59.57083333,287.9705833,1018.375,59.3,2018,May,14
2018-May-15,6524,0,106650,43858,7443,4408,36653,57548,143380,1472,2448,62824,4345,172998,59683,169506,667659,672262,49.46958333,57.54875,289.3830833,1017.85,55.66666667,2018,May,15
2018-May-16,6474,0,98105,45861,7559,5848,36605,63472,143626,1472,2396,65538,4329,166865,59820,162762,681757,685708,51.7875,58.91625,290.0445082,1016.254098,61.53278689,2018,May,16
2018-May-17,6997,0,96465,56985,6910,3278,36674,71733,143915,1424,2464,59072,4487,127945,55981,128330,677298,680609,54.54791667,61.21416667,290.9455833,1015.575,58.94166667,2018,May,17
2018-May-18,7021,0,116469,62885,6946,1400,36090,96118,132754,1365,2582,37925,4497,96794,43568,108556,677557,675715,57.83125,64.325,290.988871,1016.508065,69.58870968,2018,May,18
2018-May-19,7244,63,127704,47862,5627,5550,36203,66362,121491,1352,2501,43912,4814,80272,45311,82689,602844,602733,60.365,66.26541667,291.111746,1016.611111,69.64285714,2018,May,19
2018-May-20,7294,3646,135218,64846,5151,10617,35824,64186,121405,1372,2289,30748,4602,51864,32751,63538,557540,555917,59.105,65.65875,290.72,1014.677419,68.9516129,2018,May,20
2018-May-21,7253,5315,174670,91484,7044,4396,36778,90444,121345,1376,2358,36931,4452,29643,36043,28661,659117,652885,63.13625,69.53125,290.9145902,1012.065574,72.03278689,2018,May,21
2018-May-22,7774,5232,175033,98874,7224,1611,36475,81615,121291,1430,2407,47721,4745,35294,42021,26574,679970,678342,63.37375,68.93625,291.3672727,1014.272727,69.70247934,2018,May,22
2018-May-23,8343,12425,183080,102408,6983,113,35450,91475,121222,1441,2513,28940,5229,47792,34559,54860,684017,687592,65.07375,70.91916667,292.2936066,1016.147541,68.8442623,2018,May,23
2018-May-24,7493,14381,158901,105685,6966,4207,35575,65954,121100,1363,2553,27410,5370,98430,28017,110876,686535,687507,64.03625,69.99458333,292.65536,1015.208,69.96,2018,May,24
2018-May-25,7600,14317,152857,117666,7258,4028,36917,67169,121252,1375,2572,26348,5704,99493,30072,103211,680312,680400,64.71833333,70.28958333,290.9771654,1013.677165,76.22047244,2018,May,25
2018-May-26,7817,9545,138510,106007,5615,4473,38706,50331,121365,1331,2557,36472,6079,50846,35453,61079,603210,600763,61.1475,66.90208333,291.5861905,1013.452381,76.22222222,2018,May,26
2018-May-27,7789,9498,118868,92168,5195,10968,38722,46644,110936,1279,2430,29700,6099,53290,30321,45552,560263,553580,59.75333333,66.51083333,291.5172441,1013.834646,73.96062992,2018,May,27
2018-May-28,8054,9887,151305,124864,6789,2052,38712,76153,97216,1381,2341,30343,6063,60358,37006,76441,664060,664395,62.44416667,68.26625,290.5056198,1002.380165,86.9338843,2018,May,28
2018-May-29,8381,10013,161131,135804,6993,2847,38629,87322,97284,1395,2331,26158,6235,39112,33869,44226,675224,678724,65.39458333,70.76416667,290.9196774,1014.298387,76.85483871,2018,May,29
2018-May-30,8331,13473,171102,131495,7432,4008,39564,69024,97381,1401,2372,27434,6298,59420,29987,60693,677893,672991,64.66958333,70.33291667,291.0151463,1013.821138,72.91056911,2018,May,30
2018-May-31,8143,9251,156740,122228,7227,2396,38697,69924,103438,1505,2438,42866,6244,49303,46972,51281,666310,668074,62.19208333,68.76958333,292.0337398,1017.341463,69.18699187,2018,May,31
2018-June-01,6966,1503,114751,51487,6435,6762,29333,53108,153726,1266,2412,7070,8280,152820,7273,153189,612050,614078,45.02333333,68.51333333,292.2099016,1018.5,72.18032787,2018,June,1
2018-June-02,8688,17740,131905,125092,7635,13842,25868,75474,168600,1577,2274,17483,7701,200964,18527,200608,827816,820847,53.3125,66.96458333,291.6324031,1017.325581,75.20930233,2018,June,2
2018-June-03,8318,10000,107261,66199,8260,18959,37699,87660,145773,1238,2454,16336,6978,280681,16146,278561,770988,770997,49.42916667,60.50208333,291.751129,1014.846774,78.2016129,2018,June,3
2018-June-04,5892,0,101511,40211,6940,25919,43362,120068,142518,421,2330,29841,7563,215710,35395,206416,702075,700909,39.09083333,63.52291667,291.6370866,1013.456693,70.53543307,2018,June,4
2018-June-05,8546,812,102402,37329,5099,12251,38603,69229,119203,1383,2519,44680,7296,76395,46065,80019,564537,562456,48.68625,64.75041667,291.2902479,1012.561983,65.28099174,2018,June,5
2018-June-06,8362,10376,164931,99963,7429,2149,41533,71685,101622,1149,2645,25124,5916,57612,29687,68153,680439,680771,62.3325,67.52291667,290.5312397,1014.049587,73.0661157,2018,June,6
2018-June-07,8794,15796,136509,97060,7246,158,29699,86093,144660,1381,2481,58059,7304,62744,57326,71011,733174,737717,60.95625,67.71083333,291.8037398,1016.056911,73.3495935,2018,June,7
2018-June-08,8644,19500,211361,135119,6604,825,22690,61257,158504,1450,2252,45717,7547,62989,50628,60587,778502,783257,68.96791667,66.87041667,292.1333333,1013.674603,77.80952381,2018,June,8
2018-June-09,9476,17269,157830,134520,6850,713,19334,39442,167602,698,2475,43658,7454,105052,43106,111029,731038,726714,71.38458333,63.85625,292.4774167,1013.075,70.39166667,2018,June,9
2018-June-10,8959,11310,105208,93783,6615,7043,14037,23785,164872,1384,2447,42922,7875,143858,40788,138143,618398,619215,66.18333333,61.85291667,292.1840496,1012.190083,70.42975207,2018,June,10
2018-June-11,8041,10121,140073,106196,7037,14556,25936,35459,142686,1312,2137,17072,6976,260202,16575,259846,738946,703248,59.60791667,64.58041667,292.6474194,1012.548387,64.34677419,2018,June,11
2018-June-12,8619,0,157712,83011,6615,8377,30723,52814,142919,1381,2363,23831,6939,122035,22992,109519,634022,640882,60.75333333,60.84083333,293.4253667,1014.375,62.98333333,2018,June,12
2018-June-13,7580,0,128336,37446,7606,2345,42569,81327,121248,1264,2556,55767,5306,164261,53687,168273,692157,693709,53.39416667,59.475,293.7950833,1016.541667,57.2,2018,June,13
