time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,Year,month,day
2016-April-17,4625,0,76218,25308,4808,26201,44072,141178,170291,1261,1505,35402,6020,89669,32756,90713,575073,573755,19.43083333,28.69458333,288.9539833,1014.233333,66.46666667,2016,April,17
2016-April-18,5032,0,89483,34980,6082,12640,44023,167122,170184,1287,1784,42168,6159,132046,39341,131921,686144,680827,25.14333333,33.63291667,288.3949,1017.883333,67.875,2016,April,18
2016-April-19,5153,0,83568,28836,6267,16502,43618,166502,170183,1249,1880,13697,5915,190990,15217,191730,693319,700004,21.6475,29.49125,287.7833525,1016.311475,73.73770492,2016,April,19
2016-April-20,5460,0,101800,31571,6047,12960,45199,169079,170211,1286,1999,12675,5944,98531,14932,97975,698582,703323,29.17166667,37.61916667,288.2017742,1016.096774,70.83870968,2016,April,20
2016-April-21,5820,0,107322,31978,5913,14681,45375,165689,166001,1299,2076,31943,5643,80852,29844,81586,699815,692383,31.87875,40.20833333,288.1390917,1018.725,72.83333333,2016,April,21
2016-April-22,5703,0,121841,36857,6242,10433,44863,170203,169995,1306,2074,24364,5338,25419,24880,25396,687763,681808,34.37833333,43.18625,287.3887208,1016.641667,79.375,2016,April,22
2016-April-23,5516,0,76561,24073,4502,19192,43556,149612,170216,1251,1585,26004,5099,94673,25318,94610,607540,597782,21.85458333,29.6175,288.0976063,1015.795276,76.34645669,2016,April,23
2016-April-24,4535,0,71026,21456,4162,40015,39848,138408,170152,1227,1424,51516,4703,163605,52168,164565,565813,554456,11.51791667,20.66666667,288.2570833,1015.858333,64.55,2016,April,24
2016-April-25,4978,0,86858,31161,6249,16358,40485,157520,170230,1265,1726,60605,5085,89597,58952,90812,670495,618507,26.46166667,35.29583333,287.5156625,1016.458333,57.625,2016,April,25
2016-April-26,5773,0,87897,40493,6228,10810,41700,160089,170107,1169,1867,59387,5777,71833,56639,71703,678595,672757,30.21416667,38.08,288.5879211,1012.725,66.04166667,2016,April,26
2016-April-27,5829,0,97458,47721,6019,8208,41953,168315,169741,1250,1940,37459,6100,84564,41352,84987,677868,679966,32.40083333,40.23125,288.2337125,1012,70.11666667,2016,April,27
2016-April-28,5815,0,98697,50370,6219,11607,41311,156906,169475,1353,1923,38008,5792,119750,37276,120049,679989,678075,31.58416667,39.6225,287.08372,1013.975806,73.39516129,2016,April,28
2016-April-29,6335,0,94679,41583,6026,11639,38895,148421,150359,1087,2058,21873,6007,95086,21869,95405,676526,673625,32.30458333,39.83833333,288.13592,1017.088,71.504,2016,April,29
2016-April-30,6447,0,77745,25548,4856,21144,34465,111661,124082,433,1968,47811,5847,193717,47496,192847,604183,599824,24.30916667,31.85125,288.0195238,1019.198413,71.44444444,2016,April,30
2016-May-01,10076,0,91073,47407,9571,20696,23497,72218,145986,2196,1803,13327,4944,276834,12572,276138,668770,670623,32.755,23.3925,287.0790833,1023.591667,47.00833333,2016,May,1
2016-May-02,12336,0,117742,97239,8886,7982,23574,120768,148173,2227,1912,18434,5301,127591,18193,126856,741533,740621,35.58208333,34.0175,288.4860833,1021.616667,48.525,2016,May,2
2016-May-03,9409,0,59768,24797,6297,33198,35145,107270,170591,2079,1503,34015,4328,272828,33950,273467,671432,664683,11.545,34.74041667,290.5919167,1021.158333,52.25833333,2016,May,3
2016-May-04,6777,0,86635,23550,7940,17081,43366,128879,166253,1210,1741,30570,4925,240230,28821,240424,719198,719950,22.66708333,40.02833333,291.5870833,1018.141667,55.13333333,2016,May,4
2016-May-05,7964,0,110084,53957,6608,6887,35775,139789,124184,494,2165,16114,6117,93301,18982,92599,662234,668241,36.90708333,43.68208333,290.7780165,1013.231405,64.1322314,2016,May,5
2016-May-06,7921,1105,112085,47282,5361,16323,31001,60520,147279,1367,2007,55459,6431,37720,54677,38161,570870,568752,39.94458333,42.46166667,289.9640496,1010.661157,75.97520661,2016,May,6
2016-May-07,7985,13979,132835,139951,7020,1270,22263,59245,167260,1394,2003,51889,7121,101784,53138,100969,745915,754841,41.5375,27.51166667,289.8353543,1007.047244,75.69291339,2016,May,7
2016-May-08,9447,12547,117979,113967,7152,3392,18240,51481,167004,1323,2004,54635,7397,141912,55105,141988,732367,730560,41.77375,16.4475,288.7333083,1002.609023,85.29323308,2016,May,8
2016-May-09,9060,22014,177128,143203,6344,1521,17080,72679,166481,1339,1996,44335,7297,77747,44296,77973,802887,792403,47.19333333,33.99458333,289.1497101,1004.956522,85.6884058,2016,May,9
2016-May-10,8096,21600,148540,114261,7112,5358,10577,47345,166056,1283,2090,32801,6520,100954,35132,101442,689641,664738,50.75083333,39.1575,288.6847581,1007.080645,78.60483871,2016,May,10
2016-May-11,8183,18199,95650,102618,5968,19298,14485,22263,142632,1377,2160,9038,7121,193517,9597,193399,613084,616837,50.58916667,36.99791667,289.0380328,1005.737705,74.48360656,2016,May,11
2016-May-12,8469,13092,203856,128800,6038,10240,19913,78619,121127,1279,2049,11011,6294,99283,9165,99730,690668,701061,58.68708333,32.99291667,289.1256557,1007.090164,74.07377049,2016,May,12
2016-May-13,7558,0,99031,24650,6426,12288,43290,174441,122284,250,1915,25730,4675,180968,29531,180337,672799,670256,18.02541667,27.59583333,289.2194262,1011.040984,70.90163934,2016,May,13
2016-May-14,7019,0,82266,18694,5277,25422,43243,163266,122319,257,1580,35507,4685,158511,33162,159048,597486,592939,10.95541667,21.09083333,290.4195833,1016.133333,67.85833333,2016,May,14
2016-May-15,7087,0,82075,15137,5160,30272,42095,153410,122047,247,1481,40829,4865,120314,44713,120350,549779,538516,11.00291667,22.42208333,291.27904,1020.096,66.584,2016,May,15
2016-May-16,7409,3282,94390,21933,6599,13857,41900,151569,122303,707,1752,53352,4721,86279,53482,86543,617338,613543,24.12083333,34.09541667,291.3415833,1021.516667,63.06666667,2016,May,16
2016-May-17,7562,5874,107533,38307,7214,7529,41673,154562,122234,318,1947,46041,4774,52873,45462,53302,650867,651929,32.46166667,41.22875,291.7976667,1018.175,65.83333333,2016,May,17
2016-May-18,7677,5174,109836,39898,7476,7687,39476,148669,122066,351,2008,52930,4544,94268,52759,93024,663883,668931,31.11833333,39.68041667,292.6412397,1015.702479,68.4214876,2016,May,18
2016-May-19,7880,0,111802,44157,7309,7513,39014,146353,121932,358,2057,60955,4709,122216,60849,122010,669800,666267,31.56208333,40.26625,292.6934959,1018.512195,67.73170732,2016,May,19
2016-May-20,7916,0,103574,40165,7060,6114,40774,160678,122085,357,2033,63586,5372,63285,62757,63426,664723,667278,31.16958333,39.31708333,294.0961667,1019.983333,65.725,2016,May,20
2016-May-21,7545,0,88691,18634,5343,16364,38907,132438,121986,267,1611,56382,5347,166769,57146,166876,599136,598303,19.29333333,28.49916667,293.8441803,1016.204918,68.81967213,2016,May,21
2016-May-22,6987,0,81773,16797,5403,40818,38006,110441,122031,268,1478,44237,5048,189316,46918,190518,550334,553833,9.995416667,21.21916667,292.4761983,1016.082645,64.66115702,2016,May,22
2016-May-23,7885,4228,117301,31821,6617,4550,38938,142081,122083,365,1865,47126,4893,71946,48039,72043,658498,652523,31.55541667,41.06208333,290.6718333,1021.016667,54.7,2016,May,23
2016-May-24,8281,6257,110012,38241,6924,7917,37647,125095,122168,368,1967,45256,5293,123334,47262,123392,667049,666007,32.1125,40.61875,292.3549333,1013.375,64.23333333,2016,May,24
2016-May-25,8282,5827,117688,53104,7219,5691,37364,132276,122088,338,2093,37529,5528,67046,37950,67752,666626,675744,34.955,43.44875,292.8331667,1011.483333,68.74166667,2016,May,25
2016-May-26,8064,0,109361,50734,6987,2035,36937,136275,122063,339,2249,45800,5800,56366,46383,57024,660171,672672,36.68625,44.39916667,292.7895958,1012.216667,69.95,2016,May,26
2016-May-27,7724,0,107313,44232,7052,4237,36080,118381,127824,328,2124,52111,6178,73710,52837,73828,668278,671107,34.97416667,43.085,293.343775,1013.925,68.95,2016,May,27
2016-May-28,7733,0,84306,20139,5314,16750,36638,74812,143823,282,1739,32085,5926,166474,35429,165688,600440,599070,22.71708333,31.18875,292.423968,1013.76,70.096,2016,May,28
2016-May-29,6883,0,83402,18246,4984,57929,37601,56544,145421,303,1493,37033,6012,185266,37714,186959,552740,546744,13.99958333,24.06583333,292.0390574,1015.696721,61.10655738,2016,May,29
2016-May-30,7712,0,103106,38871,6761,5229,38134,90387,145591,298,2007,50502,6008,84603,51534,85263,654351,653166,35.86625,43.51083333,292.1829542,1017.066667,61.475,2016,May,30
2016-May-31,7873,0,106876,45375,7343,8670,34950,76883,145868,470,2158,58132,5965,125936,57197,125439,665165,662529,35.75708333,44.59083333,292.341025,1019.341667,58.6,2016,May,31
2016-June-01,9325,0,80265,32553,7976,38456,22415,61833,145781,2120,1598,9836,4786,318362,10171,318745,576940,595632,17.58708333,44.93125,292.84465,1018.491667,54.39166667,2016,June,1
2016-June-02,11599,0,83212,33216,6643,14454,20459,77521,119372,2158,1713,12710,5064,230234,16055,229958,661704,668753,26.24416667,47.18541667,293.3695458,1014.741667,57.325,2016,June,2
2016-June-03,9051,0,68888,24705,6395,19664,35517,107229,170624,2023,1414,38841,4907,212478,37987,214016,633981,623895,13.83583333,47.03833333,294.2426667,1011.75,64.29166667,2016,June,3
2016-June-04,5847,0,108297,24440,8348,14896,42234,139361,166297,1225,1899,48124,5709,142284,46810,143176,710825,704452,28.94458333,46.17083333,293.4762295,1013.786885,68.50819672,2016,June,4
2016-June-05,7907,0,97205,50176,6790,7645,37356,136513,124073,449,2139,16148,5215,113837,17899,114499,657404,668214,36.92166667,47.66833333,295.1328333,1016.283333,65.59166667,2016,June,5
2016-June-06,8148,5475,137542,79551,6743,2130,31660,89221,147225,1369,2009,55028,6442,57524,55638,57770,683021,679690,43.99625,50.85125,295.7590833,1017.583333,64.13333333,2016,June,6
2016-June-07,8193,13519,135328,135596,6927,3359,22052,69342,167252,1405,2070,47214,7876,90847,48629,91208,754614,757405,41.58416667,51.26625,297.1505833,1020.708333,57.66666667,2016,June,7
2016-June-08,8726,1862,101258,55010,5837,11118,17153,46956,157635,1328,1935,56604,7458,166196,56820,165615,662200,655256,39.72708333,49.14208333,297.5836992,1016.869919,58.13821138,2016,June,8
2016-June-09,8945,20457,204860,147514,6838,3112,16192,73533,162495,1239,2035,43233,7367,52057,43454,52650,802188,809180,48.51375,48.47166667,298.07835,1009.525,58.7,2016,June,9
2016-June-10,7797,22224,177950,124271,6905,4328,11492,54340,166124,1261,2090,35588,6827,76005,34850,76054,683756,688718,51.68625,46.30583333,296.2985,1006.15,59.54166667,2016,June,10
2016-June-11,7676,16556,108579,72334,5077,42397,15666,27418,138762,1361,1950,28495,6734,147969,28178,148899,586351,571438,46.1725,45.90958333,295.1876583,1010.016667,62.56666667,2016,June,11
2016-June-12,8455,13075,200994,138294,6468,6252,18484,64220,125327,1276,1994,21587,7251,41729,20048,41354,637899,642959,61.91208333,43.96458333,296.1414083,1012.016667,60.15833333,2016,June,12
2016-June-13,7566,0,118330,38537,6902,16841,29513,62429,168684,1376,1914,60739,5886,210676,59590,209519,702557,718328,35.70208333,43.64416667,297.432725,1009.05,61.9,2016,June,13
2016-June-14,7758,0,108258,36268,7309,5420,29508,57025,169063,1404,2090,60287,5720,213559,60097,211483,721365,724102,36.52375,43.75208333,296.3181667,1005.325,58.04166667,2016,June,14
2016-June-15,7684,0,110136,23957,7314,8988,30537,64239,169113,1409,2005,42138,6053,221076,45461,220412,708104,708633,32.2525,40.29875,293.2795667,1000.758333,62.38333333,2016,June,15
2016-June-16,8110,0,112187,25388,7502,3659,31404,73580,169643,1323,2113,33955,6178,172712,39955,173467,687042,674503,37.07333333,45.30916667,291.5409417,1005.058333,63.15833333,2016,June,16
2016-June-17,8026,0,123843,48112,7456,3244,31117,80961,169627,1388,2267,54066,6415,86393,53126,87394,665195,670170,43.80916667,51.10416667,291.9245583,1013.316667,63.5,2016,June,17
2016-June-18,7878,0,102645,33792,6371,13968,28052,44872,157840,1390,1946,59122,6049,116847,57892,116243,598894,605248,34.19166667,42.54625,292.4733833,1016.183333,66.89166667,2016,June,18
2016-June-19,7903,0,99149,25172,5848,33774,26011,40751,162487,1403,1814,63786,5390,129866,62710,129782,561492,562084,31.04958333,40.32833333,293.8732417,1018.691667,61.55,2016,June,19
2016-June-20,8122,0,111819,75719,7184,1509,27878,77679,167563,1477,2006,64006,5606,72241,62788,72516,683853,677573,41.39083333,48.76333333,295.6558167,1016.3,59.78333333,2016,June,20
2016-June-21,8056,0,123159,85411,7448,1816,27313,74084,168145,1449,2096,63767,6705,89021,62751,88906,706875,705336,41.92541667,49.395,297.4427167,1017.066667,51.825,2016,June,21
2016-June-22,8079,0,112191,76195,7146,2555,26773,64528,167877,1363,2141,64129,6164,154825,63320,154858,720336,714649,37.94375,45.62416667,298.2962,1014.866667,48.9,2016,June,22
2016-June-23,8105,0,119906,78795,7028,482,28421,84685,167843,1399,2148,62149,6480,114536,62671,115867,714882,708694,39.06708333,46.72291667,297.6672083,1014.966667,55.68333333,2016,June,23
2016-June-24,8175,0,109773,69239,7120,2423,27544,75059,167603,1405,2153,57578,6815,107699,58660,106431,670970,674496,37.69125,45.27833333,297.2510583,1016.266667,59.58333333,2016,June,24
2016-June-25,8147,0,104494,35905,6450,9801,25298,45596,167451,1388,2074,57620,6315,169868,57929,169518,623039,640074,33.8075,41.545,297.0178333,1016.55,60.49166667,2016,June,25
2016-June-26,7566,0,86496,30201,5998,40930,24172,39493,167660,1397,1849,55159,5198,187206,56085,187674,587726,584854,25.22916667,33.87833333,295.9019167,1018.033333,64.10833333,2016,June,26
2016-June-27,7827,0,112420,93279,7428,2935,26383,78314,167679,1480,2105,55185,5220,116076,56241,116292,703835,709623,38.45416667,46.06291667,297.21425,1020.5,60.8,2016,June,27
2016-June-28,7777,5873,139411,122196,7821,1752,27073,99605,167550,1511,2196,29739,5340,83789,35417,84107,722905,739475,43.38666667,50.38375,297.9978333,1017.533333,60.74166667,2016,June,28
2016-June-29,8305,13473,148918,130753,7741,2475,25121,65667,161751,1507,2193,47995,5841,81049,49943,81313,732984,738418,45.50083333,52.40875,298.26175,1015.533333,61.1,2016,June,29
2016-June-30,8240,13918,148383,124648,7613,6665,24905,70463,157597,1514,2139,54011,5824,83481,54814,83850,728858,735210,42.75625,52.61833333,298.1300833,1016.258333,64,2016,June,30
2016-July-01,8678,0,84657,34190,9225,27437,22395,72763,141444,2102,1689,6932,4842,325500,6367,325000,704611,720640,28.59625,49.83208333,298.0924167,1017.375,62.50833333,2016,July,1
2016-July-02,10128,0,75596,27428,6694,56151,21285,61061,99400,2151,1613,20625,4956,310114,19064,310440,620887,619993,16.91833333,45.03,298.0883471,1018.743802,61.2231405,2016,July,2
2016-July-03,10134,4816,96762,36020,7623,14950,37769,142463,170646,2049,1565,19675,4951,235359,20982,234819,752602,761458,24.99708333,41.67083333,298.4807438,1019.057851,59.19834711,2016,July,3
2016-July-04,5715,0,92500,26819,7635,25307,42493,136012,166290,1243,1868,54202,6061,185478,53392,185325,704689,698282,23.39083333,49.14833333,298.1868595,1017.917355,64.01652893,2016,July,4
2016-July-05,7032,569,83581,30620,5181,20293,37162,110308,124067,328,1697,15701,4684,146119,18612,145345,596118,601946,22.43333333,48.82416667,298.668,1018.208333,63.74166667,2016,July,5
2016-July-06,7903,12737,135812,115464,7299,2973,30937,75296,147618,1371,2038,59619,6355,66175,59613,65507,697949,705341,45.5275,49.12166667,299.2292623,1018.532787,63.76229508,2016,July,6
2016-July-07,8652,13637,152393,138331,7005,3883,22941,80770,166637,1393,2118,20545,7376,68730,25322,69805,750088,742769,42.47625,50.34833333,298.5792562,1018.404959,66.9338843,2016,July,7
2016-July-08,7918,1893,99210,45053,5611,34449,16201,41477,162495,1315,1910,56649,7320,164113,57145,163632,614445,608927,34.07125,49.2925,299.6745833,1019.758333,60.725,2016,July,8
2016-July-09,8205,19411,184993,148580,6848,2682,14019,56200,163282,1294,1933,42909,6921,67696,43660,72427,809684,765931,49.10833333,47.25708333,300.63125,1018.625,57.56666667,2016,July,9
2016-July-10,7660,19889,188641,132392,7047,2608,11799,64380,164165,1266,2122,37950,7198,36432,37657,36230,669780,672282,54.28,45.08916667,301.22975,1015.391667,55.425,2016,July,10
2016-July-11,7841,19967,176872,125214,6159,8718,15929,41064,121034,1266,2066,28496,7092,129352,28578,128504,709827,687955,58.94666667,49.77208333,299.9998361,1014.532787,57.54918033,2016,July,11
2016-July-12,8346,13387,194368,145491,6832,5975,17153,58182,125310,1223,2064,18280,7453,66513,17352,66645,702040,711231,60.8325,48.10083333,298.3739667,1015.133333,55.5,2016,July,12
2016-July-13,8695,0,133018,93286,7371,9041,20411,46468,168257,1270,1923,59109,7159,176618,58066,175987,753550,741866,38.10916667,46.145,296.1910661,1018.53719,54.82644628,2016,July,13
2016-July-14,8548,0,126859,77611,7045,8092,19863,47592,168349,1307,1841,58964,7023,190928,59061,190639,736033,729515,37.07708333,45.25833333,295.67575,1002.816667,63.55,2016,July,14
2016-July-15,8751,0,127548,77743,7265,8587,19335,51898,168610,1275,1668,60629,7061,150285,60308,150535,729257,718343,39.13,46.77416667,296.004225,1000.533333,62.36666667,2016,July,15
2016-July-16,8277,0,115474,74939,6151,4523,18120,43765,168438,1314,1618,62009,7648,97752,61773,98049,653730,646825,39.51125,45.4075,297.0359917,998.4583333,64.38333333,2016,July,16
2016-July-17,8270,0,103660,80188,5849,4420,17716,32177,167874,1309,1509,60207,7767,88877,60844,88828,611876,603430,39.95333333,46.61125,298.5686667,997.1666667,60.70833333,2016,July,17
2016-July-18,7956,10455,144129,121345,6936,2856,19766,52421,167951,1286,1653,60059,7723,125335,60034,125400,747048,740982,41.97458333,49.41791667,299.5051667,996.8083333,59.925,2016,July,18
2016-July-19,7749,18703,154275,141706,7240,2441,20827,56431,167462,1261,1801,36599,7747,122816,45730,123771,768998,764661,41.18208333,48.42083333,294.548,997.2,84.2,2016,July,19
